title,price,weight,image_url
Macho Nachos Sweet Thai Chilichanga Tortilla Chips ,80,38g,https://assets.indolj.io/upload/1749878299-Macho Nachos Sweet Thai Chilichanga Tortilla Chips 38g.webp?q=10
Macho Nachos Hotlicious ,80,38g,https://assets.indolj.io/upload/1732195711-_0000_Layer 17.jpg?q=10
Cheetos Flamin Hot ,50,36g,https://assets.indolj.io/upload/1749877557-Cheetos Flamin Hot 36g.jpeg?q=10
Kurkure Chutney Chaska ,40,34g,https://assets.indolj.io/upload/1732195617-_0012_Layer 2.jpg?q=10
Lays Spicy Jalapeno ,50,29g,https://assets.indolj.io/upload/1732195629-_0010_Layer 4.jpg?q=10
Lays Salt & Vinegar ,50,30g,https://assets.indolj.io/upload/1732187627-Lays Salt Herb.jpg?q=10
Lays Tangy Tamarind ,50,29g,https://assets.indolj.io/upload/1731908732-Tangy Tamarind.jpg?q=10
Lays Yogurt & Herb ,50,30g,https://assets.indolj.io/upload/1732195541-_0009_Layer 5.jpg?q=10
Lays Masala ,50,34g,https://assets.indolj.io/upload/1732195552-_0013_Layer 1.jpg?q=10
Lays Classic ,70,45g,https://assets.indolj.io/upload/1732195563-_0011_Layer 3.jpg?q=10
Lays French Cheese ,50,34g,https://assets.indolj.io/upload/1732195577-_0011_Layer 3.jpg?q=10
Lays Paprika ,50,34g,https://assets.indolj.io/upload/1731911235-Lay's Paprika Potato Chips.webp?q=10
PopNosh Creamin Hot Popcorn ,150,40g,https://assets.indolj.io/upload/1752368910-PopNosh Creamin Hot Popcorn 40g.jpg?q=10
Lays Yogurt & Herb ,50,34g,https://assets.indolj.io/upload/1732195593-_0009_Layer 5.jpg?q=10
Popnosh Cinema Popcorn ,130,60g,https://assets.indolj.io/upload/1752368887-Popnosh Cinema Popcorn 60g.jpg?q=10
Lays Tangy Tamarind ,70,45g,https://assets.indolj.io/upload/1731911128-Lay's Tangy Tamarind Chip.webp?q=10
KernelPop English Butter PopCorn ,190,90g,https://assets.indolj.io/upload/1752368645-KernelPop English Butter PopCorn 90g.jpg?q=10
Lays Spicy Jalapeno ,70,41g,https://assets.indolj.io/upload/1731911013-Lays Spicy Jalapeno.jpg?q=10
KernelPop Butter PopCorn ,190,90gm,https://assets.indolj.io/upload/1752368509-KernelPop Butter PopCorn 90g.jpg?q=10
Kpop Chips Grilled Kebab ,450,50g,https://assets.indolj.io/upload/1732185312-Grilled.webp?q=10
Mister Potato Pizza Flavor ,350,35g,https://assets.indolj.io/upload/1767270216-Mister Potato Pizza Flavor 35g.jfif?q=10
KernelPop Jalapeno PopCorn ,190,90g,https://assets.indolj.io/upload/1752368690-KernelPop Jalapeno PopCorn 90g.jpg?q=10
Kpop Chips Hot Chili Pepper & Lime ,450,50g,https://assets.indolj.io/upload/1732185269-Kpop.webp?q=10
Poppin Taxos Hot & Spicy Chips ,650,110g,https://assets.indolj.io/upload/1731910547-Poppin Taxos Hot Spicy Chips.jpg?q=10
Poppin Taxos Sour Cream & Onion Chips ,650,110g,https://assets.indolj.io/upload/1731910493-Poppin Taxos Sour Cream Onion Chips.jpg?q=10
Poppin Taxos Original ,390,45g,https://assets.indolj.io/upload/1731910422-Poppin Taxos Original Chips.jpg?q=10
Poppin Taxos Salt & Vinegar Chips ,650,110g,https://assets.indolj.io/upload/1731910365-Poppin Taxos Salt Vinegar.jpg?q=10
Poppin Taxos Pizza ,650,110g,https://assets.indolj.io/upload/1731910303-Taxos Pizza.webp?q=10
Mister Potato Hot & spicy Flavor Flavor ,350,35g,https://assets.indolj.io/upload/1767270554-Mister Potato hot n spicy Flavor 35g.jfif?q=10
Poppin Taxos Tomato Ketchup Chips ,580,45g,https://assets.indolj.io/upload/1731910252-Poppin Taxos Tomato Ketchup Chips.jpg?q=10
Mister Potato Barbecue Flavor ,350,35g,https://assets.indolj.io/upload/1767270600-Mister Potato Barbecue Flavor 35g.jfif?q=10
Poppin Taxos Extra Cheese ,650,110g,https://assets.indolj.io/upload/1731910200-Poppin Taxos Extra Cheese Chips.jpg?q=10
Mister Potato The Cheesy Flavor ,350,35g,https://assets.indolj.io/upload/1767270649-Mister Potato The Cheesy Flavor 35g.jfif?q=10
Poppin Taxos Paprika,650,110g,https://assets.indolj.io/upload/1731910108-Poppin Taxos Paprika.jpg?q=10
Poppin Taxos Chilli & Lime Chips ,650,110g,https://assets.indolj.io/upload/1731910053-Poppin Taxos Chilli Lime.jpg?q=10
Poppin Taxos Mexican Jalapeno Chips ,650,110g,https://assets.indolj.io/upload/1731909983-Poppin Taxos Mexican Jalapeno.jpg?q=10
Poppin Taxos Barbeque ,390,45g,https://assets.indolj.io/upload/1731909927-Poppin Taxos Barbeque Chips.jpg?q=10
Mister Potato Sour Cream & Onion Flavor ,580,100g,https://assets.indolj.io/upload/1767270866-Mister Potato Sour Cream Onion Flavor 100g.jfif?q=10
Pringles Original ,550,40g,https://assets.indolj.io/upload/1748552281-Pringles Original 40g.webp?q=10
Mister Potato Barbecue Flavor ,580,100g,https://assets.indolj.io/upload/1767270889-Mister Potato Barbecue Flavor 100g.jfif?q=10
Mister Potato original Flavor ,580,100g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Pringles Salt & Vinegar ,550,40g,https://assets.indolj.io/upload/1748552196-Pringles Salt vinegar 40g.jpeg?q=10
Cheetos Crunchy ,1490,60g,https://assets.indolj.io/upload/1767271044-Cheetos Crunchy 60g.jfif?q=10
KernelPop Natural PopCorn ,190,90gm,https://assets.indolj.io/upload/1752322501-KernelPop-Natural-PopCorn-90gm.jpg?q=10
Pringles Hot & Spicy ,550,40g,https://assets.indolj.io/upload/1748551793-Pringles Hot Spicy 40g.jpeg?q=10
KernelPop Salt & Pepper PopCorn ,190,90g,https://assets.indolj.io/upload/1752368787-KernelPop Salt Pepper PopCorn 90g.jpg?q=10
Pringles Barbeque ,550,40g,https://assets.indolj.io/upload/1731909327-Pringles Barbeque Chips.webp?q=10
Doritos Nacho Cheese ,620,31g,https://assets.indolj.io/upload/1767271066-Doritos Nacho Cheese 31g.jfif?q=10
KernelPop English Butter PopCorn ,540,3 Box,https://assets.indolj.io/upload/1752368632-KernelPop English Butter PopCorn 3box.jpg?q=10
Pringles Cheesy Cheese ,1290,165g,https://assets.indolj.io/upload/1731909259-Pringles Cheesy Cheese.webp?q=10
KernelPop Butter PopCorn ,540,3 Box,https://assets.indolj.io/upload/1752368497-KernelPop Butter PopCorn 3Box.jpg?q=10
Pringles Ketchup ,550,40g,https://assets.indolj.io/upload/1731909187-Pringles Ketchup Chips.webp?q=10
Ruffles Cheddar & sour cream ,2790,184g,https://assets.indolj.io/upload/1767271120-Ruffles Cheddar  sour cream 184g.jfif?q=10
KernelPop Cheese PopCorn ,540,4 Box,https://assets.indolj.io/upload/1752368594-KernelPop Cheese PopCorn 4Box.jpg?q=10
Ruffles Jalapeno Ranch ,2790,184g,https://assets.indolj.io/upload/placholde-general2.png?q=10
KernelPop Jalapeno PopCorn ,540,4 Box,https://assets.indolj.io/upload/1752368679-KernelPop Jalapeno PopCorn 4Box.jpg?q=10
KernelPop Natural PopCorn ,540,4 Box,https://assets.indolj.io/upload/1752368726-KernelPop Natural PopCorn 4Box.jpg?q=10
 KernelPop Natural Popcorn ,70,15g,https://assets.indolj.io/upload/1767271258-KernelPop Natural Popcorn 15g.jfif?q=10
American Garden Hot Spicy Popcorn ,1160,273g,https://assets.indolj.io/upload/1752368436-American Garden Hot Spicy Popcorn 273g.jpg?q=10
KernelPop English Butter Popcorn ,70,15g,https://assets.indolj.io/upload/1767271291-KernelPop English Butter Popcorn 15g.jfif?q=10
American Garden Cheese Popcorn ,1160,273g,https://assets.indolj.io/upload/1752368423-American garden Cheese Popcorn 273g.jpg?q=10
American Garden Butter Fat Free Popcorn ,1160,240g,https://assets.indolj.io/upload/1752368411-American Garden  Extra Butter Popcorn 240g.jpg?q=10
AG Extra Butter Popcorn ,1160,240g,https://assets.indolj.io/upload/1752368365-AG Butter Fat Free Popcorn 240g.jpg?q=10
PopNosh Cheddar Cheese Popcorn ,60,20g,https://assets.indolj.io/upload/1752368861-PopNosh Cheddar Cheese Popcorn 20g.jpg?q=10
Pringles Ranch ,1290,158g,https://assets.indolj.io/upload/1749879881-Pringles Ranch 158g.webp?q=10
Pringles Cheddar & Sour Cream ,1290,158g,https://assets.indolj.io/upload/1749879927-Pringles Cheddar Sour Cream 158g_11zon.jpg?q=10
Pringles Pizza ,1290,158g,https://assets.indolj.io/upload/1749879940-Pringles Pizza 158g.webp?q=10
Pringles Cheddar Cheese ,1290,165g,https://assets.indolj.io/upload/1749879952-Pringles Cheddar Cheese 165g.jpg?q=10
Poppin Taxos Maxican Jalapeno ,650,110g,https://assets.indolj.io/upload/1749878982-Poppin Taxos Maxican Jalapeno 110g.jpg?q=10
Cheetos Crunchy ,620,35,https://assets.indolj.io/upload/1771309081-Cheetos Crunchy 35g.jfif?q=10
Takis Fuego ,1150,56g,https://assets.indolj.io/upload/1749880010-Takis Fuego 113g.webp?q=10
Doritos Jagung Baker 120g,1100,,https://assets.indolj.io/upload/1776949915-DoritosJagungBaker120g.jfif?q=10
Miaow Miawo Hoop Cheesy BBQ ,700,50g,https://assets.indolj.io/upload/1749878366-Miaow Miawo Hoop Cheesy BBQ 50g.jpeg?q=10
Doritos Jagung Baker 55g,580,,https://assets.indolj.io/upload/1776949891-DoritosJagungBaker55g.jfif?q=10
Miaow Miawo Chicken Flavoured Crackers ,700,60g,https://assets.indolj.io/upload/1749878381-Miaow Miawo Chicken Flavoured Crackers 60g.jpg?q=10
Doritos Sambal Salsa 120g,1100,,https://assets.indolj.io/upload/1776949989-DoritosSambalSalsa120g.jfif?q=10
Miaow Miawo Flame Curry BBQ Crackers ,700,50g,https://assets.indolj.io/upload/1749878399-Miaow Miawo Flame Curry BBQ 50g.jpg?q=10
Doritos Nacho Cheese 23g,290,,https://assets.indolj.io/upload/1776949956-DoritosNachoCheese23g.jfif?q=10
Miaow Miawo Onion Rings ,700,60g,https://assets.indolj.io/upload/1749878427-Miaow Miawo Onion Rings 60g.webp?q=10
Miaow Miawo Baked Cheese Flavoured Balls ,700,60g,https://assets.indolj.io/upload/1749878443-Miaow Miawo Baked Cheesee Flavoured Balls 60g.jpeg?q=10
Kurkure Red Chilli Jhatka ,60,56g,https://assets.indolj.io/upload/1749831661-Kurkure-Red-Chilli-Jhatka-56g.webp?q=10
Kurkure Mango Chutney ,50,41g,https://assets.indolj.io/upload/1749878008-Kurkure Mango Chutney 41g.webp?q=10
Kurkure Toofaani Mirch ,40,34g,https://assets.indolj.io/upload/1749878022-Kurkure Toofaani Mirch 34g.jpeg?q=10
Cheetos Bites ,50,31g,https://assets.indolj.io/upload/1749877487-Cheetos Bites 31g.jpeg?q=10
Lays Texas BBQ ,50,30g,https://assets.indolj.io/upload/1749878120-Lays Texas BBQ 30g.jpg?q=10
Lays Masala Twist ,50,31g,https://assets.indolj.io/upload/1749878182-Lays Masala Twist 31g_11zon.png?q=10
Miaow Miawo Hot & Spicy Prawn Crackers ,700,60g,https://assets.indolj.io/upload/1749878495-Miaow Miawo Hot Spicy 60g.jpg?q=10
Miaow Miawo Hot & Spicy ,700,60g,https://assets.indolj.io/upload/1762424495-WhatsApp Image 2025-11-06 at 1.10.13 PM (2).jpeg?q=10
Miaow Miaow Pizza ,700,60g,https://assets.indolj.io/upload/1762424366-WhatsApp Image 2025-11-06 at 1.10.13 PM (1).jpeg?q=10
Miaow Miawo Ketchup Flavoured Snacks ,700,60g,https://assets.indolj.io/upload/1749832205-Miaow-Miawo-Ketchup-Flavoured-Snacks-60g.jpeg?q=10
Miaow Miawo BBQ Flavoured Snacks ,700,60g,https://assets.indolj.io/upload/1749878558-Miaow Miawo BBQ Flavoured Snacks 60g.jpg?q=10
Miaow Miawo Cheese Flavoured Rings ,700,60g,https://assets.indolj.io/upload/1749878569-Miaow Miawo Cheese Flavoured Rings 60g.jpg?q=10
Oreo Wafer Roll choco,3250,54g,https://assets.indolj.io/upload/1762423756-WhatsApp Image 2025-11-06 at 1.10.15 PM.jpeg?q=10
Miaow Miawo Hoop Mexican Chicken ,700,50g,https://assets.indolj.io/upload/1749878594-Miaow Miawo Hoop Mexican Chicken 50g_11zon.jpeg?q=10
Miaow Miawo Hoop Cheesy BBQ Ring ,700,50g,https://assets.indolj.io/upload/1749878608-Miaow Miawo Hoop Cheesy BBQ 50g.jpeg?q=10
Doritos Nach Cheese ,3550,312g,https://assets.indolj.io/upload/1761920105-Doritos Nach Cheese 312g.jpg?q=10
Doritos Spicy Sweet Chilli,3490,311g,https://assets.indolj.io/upload/1761920150-Doritos Spicy Sweet Chilli 311g.jpg?q=10
Miaow Miawo Flame Sambal Balado Crackers ,700,50g,https://assets.indolj.io/upload/1749878619-Miaow Miawo Flame Sambal Balado Crackers 50g.jpg?q=10
Doritos Flamin&hot,3490,311g,https://assets.indolj.io/upload/1762423674-WhatsApp Image 2025-11-06 at 1.10.11 PM (2).jpeg?q=10
Kitchen Cuisine Hand Cooked Kettle Chips Salt & pepper ,200,100g,https://assets.indolj.io/upload/1749877895-Kitchen Cuisine Hand Cooked Kettle Chips Salt pepper 100g.jpeg?q=10
Kitchen Cuisine Hand Cooked Kettle Chips Himalayan Salt ,200,100g,https://assets.indolj.io/upload/1749877911-Kitchen Cuisine Hand Cooked Kettle Chips Himalayan Salt 100g.jpg?q=10
Cheetos Flamin hot Limon Crunchy ,2690,226g,https://assets.indolj.io/upload/1761920296-Cheetos Flamin hot Limon Crunchy 226g.jpg?q=10
Kitchen Cuisine Hand Cooked Kettle Chips Peri Peri ,200,100g,https://assets.indolj.io/upload/1749877931-Kitchen Cuisine Hand Cooked Kettle Chips Peri Peri 100g.webp?q=10
Cheetos flaminHot Crunchy ,2900,226g,https://assets.indolj.io/upload/1761920376-Cheetos flaminHot Crunchy 226g.jpg?q=10
Kitchen Cuisine Hand Cooked Kettle Chips Cheeze With Jalapeno ,200,100g,https://assets.indolj.io/upload/1749877944-Kitchen Cuisine Hand Cooked Kettle Chips Cheeze With Jalapeno 100g.jpeg?q=10
 Doritos Nacho Chees ,2900,198g,https://assets.indolj.io/upload/1761920419-Doritos Nacho Chees 198g.jpg?q=10
Kitchen Cuisine Hand Cooked Kettle Chips Honey BBQ ,200,100g,https://assets.indolj.io/upload/1749877956-Kitchen Cuisine Hand Cooked Kettle Chips Honey BBQ 100g.webp?q=10
Munch Oh Tricos Nacho Cheese Chips ,150,66g,https://assets.indolj.io/upload/1749878675-Munch Oh Tricos Nacho Cheese Chips 66g.jpeg?q=10
Doritos Cool Ranch ,2900,198g,https://assets.indolj.io/upload/1761920577-Doritos Cool Ranch 198g.jpg?q=10
Munch Oh Tricos Barbeque Chips ,150,66g,https://assets.indolj.io/upload/1749832356-Munch-Oh-Tricos-Barbeque-Chips-66g.jpeg?q=10
Maxicorn Barbecue flavour,590,55g,https://assets.indolj.io/upload/1761920623-Maxicorn Barbecue flavour 55g.jpg?q=10
Maxicorn Roasted Corn flavour,590,55g,https://assets.indolj.io/upload/1761920673-Maxicorn Roasted Corn flavour 55g.jpg?q=10
Cornups Sweet & salty Chips ,50,26g,https://assets.indolj.io/upload/1762424403-WhatsApp Image 2025-11-06 at 1.10.11 PM (1).jpeg?q=10
Lays Barbecue chips ,2900,184g,https://assets.indolj.io/upload/1761920725-Lays Barbecue chips 184g.jpg?q=10
Cornups Chatpata Achari Chips ,50,26g,https://assets.indolj.io/upload/1749877642-Cornups Chatpata Achari Chips 26g.webp?q=10
Lays Cheddar & Sour Cream  ,2690,184g,https://assets.indolj.io/upload/1761921057-Lays Cheddar  Sour Cream  184g.jpg?q=10
Cornups Sea Salt Chips ,50,26g,https://assets.indolj.io/upload/1749877664-Cornups Sea Salt Chips 26g.jpeg?q=10
Lays SourCream&onion,2900,184g,https://assets.indolj.io/upload/1761921078-Lays SourCreamonion 184g.jpg?q=10
Hunters Hand Cooked Totato Chips Sea Salt & Crushed Black Pepper ,450,40g,https://assets.indolj.io/upload/1749877762-Hunters Hand Cooked Totato Chips Sea Salt Crushed Black Pepper 40g.jpg?q=10
Lays Honey&BBQ,2900,184g,https://assets.indolj.io/upload/1761921102-Lays HoneyBBQ 184g.jpg?q=10
Hunters Hand Cooked Totato Chips Sweet Chilli Chutney ,450,40g,https://assets.indolj.io/upload/1749877785-Hunters Hand Cooked Totato Chips Sweet Chilli Chutney 40g.jpg?q=10
Hunters Hand Cooked Totato Chips Hot Chilli Peppers ,450,40g,https://assets.indolj.io/upload/1749877704-Hunters Hand Cooked Totato Chips Hot Chilli Peppers 40g.jpeg?q=10
Macho Nachos hotlicious Tortilla Chips ,80,38g,https://assets.indolj.io/upload/1749831952-Macho-Nachos-hotlicious-Tortilla-Chips-38g_11zon.jpg?q=10
Mabel Cheeez Balls ,410,65g,https://assets.indolj.io/upload/1749878222-Mabel Cheeez Balls 65g.webp?q=10
Bare popCorn Sea Salted ,850,55g,https://assets.indolj.io/upload/1749877458-Bare popCorn Sea Salted 55g.jpeg?q=10
Bare popCorn Luxury Caramel ,850,110g,https://assets.indolj.io/upload/placholde-general2.png?q=10
PopNosh Movie Theater PopCorn ,150,40g,https://assets.indolj.io/upload/1752368927-PopNosh Movie Theater Popcorn 38g.jpg?q=10
PopNosh Caramel Crunch PopCorn ,50,23g,https://assets.indolj.io/upload/1752368829-PopNosh Caramel Crunch Popcorn 29g.jpg?q=10
Miaow Miawo Hoop Spicy Garlic Ring ,700,50g,https://assets.indolj.io/upload/1749878637-Miaow Miawo Hoop Spicy Garlic Ring 50g.jpeg?q=10
Kracks Paprika ,530,110g,https://assets.indolj.io/upload/1764073586-Kracks Paprika 110g.jfif?q=10
Kracks Salt&Vineger ,530,110g,https://assets.indolj.io/upload/1764073627-Kracks Salt n Vineger 110g.jfif?q=10
Kracks Original ,530,110g,https://assets.indolj.io/upload/1764073657-Kracks Original 110g.jfif?q=10
Kracks Hot & Spicy ,530,110g,https://assets.indolj.io/upload/1764073695-Kracks Hot n Spicy 110g.jfif?q=10
Kracks Barbeque ,530,110g,https://assets.indolj.io/upload/1764073749-Kracks Barbeque 110g.jfif?q=10
Kracks Sour Craam & Onion ,340,45g,https://assets.indolj.io/upload/1764073784-Kracks Sour Craam n Onion 45g.jfif?q=10
Kracks Barbeque ,340,45g,https://assets.indolj.io/upload/1764073822-Kracks Barbeque 45g.jfif?q=10
Kracks Hot & Spicy ,340,45g,https://assets.indolj.io/upload/1764073873-Kracks Hot n Spicy 45g.jfif?q=10
Kracks Original ,340,45g,https://assets.indolj.io/upload/1764073904-Kracks Original 45g.jfif?q=10
Kababjees Chips Crinkle Spicy ,125,65g,https://assets.indolj.io/upload/1764073931-Kababjees Chips Crinkle Spicy 65g.jfif?q=10
Kababjees Daal Moong ,170,120g,https://assets.indolj.io/upload/1764073966-Kababjees Daal Moong 120g.jfif?q=10
Kababjees Potato Sticks Spicy ,100,50g,https://assets.indolj.io/upload/1764073993-Kababjees Potato Sticks Spicy 50g.jfif?q=10
Kababjees Potato Sticks Black Pepper ,100,50g,https://assets.indolj.io/upload/1764074031-Kababjees Potato Sticks Black Pepper 50g.jfif?q=10
Pringles Sour Cream & Onion ,550,40g,https://assets.indolj.io/upload/1748551569-Pringles Sour Cream Onion 40g.jpg?q=10
Pringles Paprika ,550,40g,https://assets.indolj.io/upload/1748551963-Pringles Paprika 40g.jpg?q=10
Takis Fuego ,1850,80g,https://assets.indolj.io/upload/1771308882-Takis Fuego 80g.jfif?q=10
Doritos Spicy Nacho,620,31g,https://assets.indolj.io/upload/1771309000-Doritos Spicy Nacho 31g.jfif?q=10
Cheetos FlaminHot Crunchy ,620,35g,https://assets.indolj.io/upload/1771309178-Cheetos FlaminHot Crunchy 35g.jfif?q=10
Doritos Sweet Chilli ,1970,92g,https://assets.indolj.io/upload/1771309336-Doritos Sweet Chilli 92g.jfif?q=10
Doritos Nacho Cheese ,1970,92g,https://assets.indolj.io/upload/1771309398-Doritos Nacho Cheese 92g.jfif?q=10
Takis Fuego Mini ,590,35g,https://assets.indolj.io/upload/1731906239-Takis.webp?q=10
Doritos Flamin Hot ,1970,92g,https://assets.indolj.io/upload/1771309456-Doritos Flamin Hot 92g.jfif?q=10
Doritos Cool Ranch,1970,92g,https://assets.indolj.io/upload/1771309550-Doritos Cool Ranch 92g.jfif?q=10
Cheetos Crunchy ,1970,99g,https://assets.indolj.io/upload/1771309639-Cheetos Crunchy 99g.jfif?q=10
Takis Blue Heat ,1190,56g,https://assets.indolj.io/upload/1731906318-Blue.jpeg?q=10
Cheetos FlaminHot Crunchy,1970,99g,https://assets.indolj.io/upload/1771309733-Cheetos FlaminHot Crunchy 99g.jfif?q=10
 Cheetos Jalapeno Crunchy,2900,226g,https://assets.indolj.io/upload/1771309861-Cheetos Jalapeno Crunchy 226g.jfif?q=10
 Cheetos Crunchy ,2900,226g,https://assets.indolj.io/upload/1771309962-Cheetos Crunchy 226g.jfif?q=10
Cheetos White Cheddar Puff ,2900,226g,https://assets.indolj.io/upload/1771310150-Cheetos White Cheddar Puff 226g.jfif?q=10
Mabel Lime Balls Lemon Pickle & Cheese ,290,65g,https://assets.indolj.io/upload/1732195288-_0007_Layer 8.jpg?q=10
Cheetos Puffs ,2900,255.1g,https://assets.indolj.io/upload/1771310243-Cheetos Puffs 255.1g.jfif?q=10
Mabel Fire Balls Macho Cheese & Chilli ,410,65g,https://assets.indolj.io/upload/1732195300-_0008_Layer 6.jpg?q=10
Doritos Cool Ranch,3490,311g,https://assets.indolj.io/upload/1771310500-Doritos Cool Ranch 311g.jfif?q=10
Noms Nachos Chilli Lemon Chips ,150,64g,https://assets.indolj.io/upload/1731906697-Noms.webp?q=10
Lays CSC,2900,184g,https://assets.indolj.io/upload/1771310831-Lays CSC 184g.jfif?q=10
Noms Nachos Cheddar Jalapeno Chips ,150,64g,https://assets.indolj.io/upload/1731906746-Nachos.webp?q=10
Lays Salt%vinegar ,2900,184g,https://assets.indolj.io/upload/1771310993-456.jfif?q=10
Lays Original ,2900,184g,https://assets.indolj.io/upload/1771311031-Lays Original 184g.jfif?q=10
Noms Nachos Sour Cream & Herb Chips ,150,64g,https://assets.indolj.io/upload/1731906797-Cream.webp?q=10
Noms Popchips Chimichurri ,200,75g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Noms Nachos Pink Salt And pepper Chips ,150,64g,https://assets.indolj.io/upload/1731906854-Pink Salt.webp?q=10
Takis waves Dragon Sweet Chilli,1600,71g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Takis Intense nacho ,1500,92g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Noms Nachos Thai Sweet Chilli Chips ,150,64g,https://assets.indolj.io/upload/1731906900-Nachos A.webp?q=10
Takis Fuego Stix ,1590,113g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Samyang Buldak Hot Chicken Flavor Ramen Noodles ,550,140g,https://assets.indolj.io/upload/1734330076-A.webp?q=10
Samyang Buldak Cheese Hot Chicken Flavor Ramen Noodles ,550,140g,https://assets.indolj.io/upload/1734330161-A1.avif?q=10
Samyang Buldak Creamy Carbonara Hot Chicken Flavor Ramen Noodles ,550,140g,https://assets.indolj.io/upload/1749880336-Samyang Buldak Creamy Carbonara Hot Chicken Flavor ramen Noodles 140g.webp?q=10
Samyang Buldak Carbonara Hot Chicken Flavor Ramen Noodles ,550,130g,https://assets.indolj.io/upload/1749880253-Samyang Buldak Carbonara Hot Chicken Flavor ramen Noodles 130g.webp?q=10
Samyang Buldak 2x Spicy Hot Chicken Flavor Ramen Noodles ,550,140g,https://assets.indolj.io/upload/1734330362-A4.avif?q=10
Samyang Ramen Spicy Rich Vegetable ,550,120g,https://assets.indolj.io/upload/1749880538-Samyang Ramen Spicy Rich Vegetable 120g.jpg?q=10
Samyang Buldak Stew Type Hot Chicken Flavor Ramen Noodles ,550,140g,https://assets.indolj.io/upload/1749834063-Samyang-Buldak-Stew-Type-Hot-Chicken-Flavor-Raman-Noodles-140g_11zon.webp?q=10
Samyang Ramen Extra Spicy ,550,120g,https://assets.indolj.io/upload/1749880479-Samyang Ramen Extra Spicy 120g.jpg?q=10
Noody Volcano Korean Chicken Ramen Cheese Noodle ,420,132g,https://assets.indolj.io/upload/1749880180-Noody Volcano Korean Chicken Ramen Cheese Noodle 132g.jpg?q=10
Noody Volcano 3X Spicy Korean Chicken Ramen Noodle ,420,123g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Noody Volcano Jajang Corean Noodles 135g,490,,https://assets.indolj.io/upload/1781664047-NoodyVolcanoJjajangCoreanNoodles135g.jfif?q=10
Noody Volcano 2X Spicy Carbonara Korean Chicken Ramen Noodle ,420,123g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Noody Volcano Jjajang Spicy Korean Chicken Ramen Noodle ,420,135g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Noody Volcano 2X Spicy Korean Chicken Ramen Noodle ,420,123g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Noody Fettuccine Korean Spicy Chicken Ramen 2X Spicy Noodles ,420,112g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Noody Fettuccine Korean Spicy Chicken Ramen 3X Spicy Noodles ,420,112g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Nissin Hot Chicken Ramen Instant Fried Noodles ,520,118g,https://assets.indolj.io/upload/1749880080-Nissin Hot Chicken Ramen Instant Fried Noodles 118g.jpg?q=10
Nissin Extra Hot Chicken Premium Ramen Instant Fried Noodles ,520,121g,https://assets.indolj.io/upload/1749880097-Nissin Extra Hot Chicken Premium Ramen Instant Fried Noodles 121g.jpeg?q=10
Nongshim Shin Ramyun Noodle Soup ,580,120g,https://assets.indolj.io/upload/1734331480-B5.webp?q=10
Nissin Cup Noodles Beef Cup ,520,66g,https://assets.indolj.io/upload/1749880112-Nissin Cup Noodles Beef Cup 66g.webp?q=10
Noody Volcano Cream carbonara 2x 132g,490,,https://assets.indolj.io/upload/1781664063-NoodyVolcanoCreamcarbonara2x132g.jfif?q=10
Samyang Ramen Kimchi Cup ,750,70g,https://assets.indolj.io/upload/1749880507-Samyang ramen Kimchi Cup 70g.webp?q=10
Nongshim Shin Noodles Spicy 120g,490,,https://assets.indolj.io/upload/1782778952-NongshimShinNoodlesSpicy120g.jfif?q=10
Samyang Ramen Carborana Cup ,750,80g,https://assets.indolj.io/upload/1749880450-Samyang ramen Carborana Cup 80g.webp?q=10
Samyang Buldak Cheese Hot Chicken Flavor Ramen Noodles Cup ,750,105g,https://assets.indolj.io/upload/1749880288-Samyang Buldak Cheese Hot Chicken Flavor Raman Noodles 140g.jpeg?q=10
Noody Volcano Quattro Cheese 132g,490,,https://assets.indolj.io/upload/1781664089-NoodyVolcanoQuattroCheese132g.jfif?q=10
Noody Volcano 3X Spicy Korean Chicken Ramen Noodle Cup ,490,100g,https://assets.indolj.io/upload/1762424534-WhatsApp Image 2025-11-06 at 1.10.14 PM (1).jpeg?q=10
Nongshim Kimchi Ramen 120g ,490,,https://assets.indolj.io/upload/1782779429-NongshimKimchiRamen120g.jfif?q=10
Noody Volcano 2X Spicy Korean Chicken Ramen Noodle Cup ,550,100g,https://assets.indolj.io/upload/placholde-general2.png?q=10
Koka Vegetable Instant Noodles Pouch ,300,85g,https://assets.indolj.io/upload/1734331974-C1.jpg?q=10
Noody Volcano Habanero Lime 132g,490,,https://assets.indolj.io/upload/1781664114-NoodyVolcanoHabaneroLime132g.jfif?q=10
 Noody Fettuccine Noodles Red 112g,490,,https://assets.indolj.io/upload/1781664135-NoodyFettuccineNoodlesRed112g.jfif?q=10
Nissin Gekikara Raman Hot Chicken Flavour Ramen,520,,https://assets.indolj.io/upload/1767271704-FFP Nissin Gekikara Raman Hot Chicken Flavour.jfif?q=10
